"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";NETO_KOLIČINA;"JEDINICA_MJERE";MALOPROD.CIJENA(EUR);CIJENA_ZA_JEDINICU_MJERE;MPC_POSEB.OBLIK_PROD;POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE;NAJNIŽA_MPC_U_30DANA;SIDRENA_CIJENA;"BARKOD";"KATEGORIJA_PROIZVODA"
"CAPPUCCINO IRISH 10kom 140g";"900479901";"DON JEREZ";0.14;"KG";1.99;14.21;1.79;12.79;1.99;1.99;"8017596110855";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"CAPPUCCINO 200g";"900480001";"DON JEREZ";0.2;"KG";1.85;9.25;0;0;0;1.85;"8017596110787";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"CAPPUCCINO VANILIJA 200g";"900480101";"DON JEREZ";0.2;"KG";1.85;9.25;0;0;0;1.85;"8017596110794";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"CAPPUCCINO ČOKOLADA 200g";"900480201";"DON JEREZ";0.2;"KG";1.85;9.25;0;0;0;1.85;"8017596110800";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"INSTANT KAVA 3U1 10kom 140g";"900480401";"DON JEREZ";0.14;"KG";1.59;11.36;0;0;0;1.59;"8017596110862";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"INSTANT KAVA 2U1 10kom 140g";"900480501";"DON JEREZ";0.14;"KG";1.59;11.36;0;0;0;1.59;"8017596110879";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"COFFEE CREAMER 150g";"900480701";"DON JEREZ";0.15;"KG";0.99;6.6;0;0;0;0.99;"8017596110893";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"FILET ALJAŠKE KOLJE 1kg";"900480801";"NO BRAND";1;"KG";7.29;7.29;0;0;0;7.29;"3858891044262";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"FILETI OSLIĆA 500g";"900480901";"NO BRAND";0.5;"KG";4.8;9.6;0;0;0;4.8;"3858891044255";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"JADRANSKA SRDELA 1Kg";"900481101";"NO BRAND";1;"KG";3.49;3.49;0;0;0;3.49;"3858891044231";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"MIX POVRĆA ZA FRANCUSKU SALATU 1kg";"900481301";"NO BRAND";1;"KG";2.39;2.39;0;0;0;2.39;"3858891044187";"ZAMRZNUTO POVRĆE"
"CARSKI MIX 1kg";"900481401";"NO BRAND";1;"KG";2.49;2.49;0;0;0;2.49;"3858891044170";"ZAMRZNUTO POVRĆE"
"MAHUNE ZELENE 1kg";"900481501";"NO BRAND";1;"KG";2.35;2.35;0;0;0;2.35;"3858891044194";"ZAMRZNUTO POVRĆE"
"MAHUNE ŽUTE 1kg";"900481601";"NO BRAND";1;"KG";2.35;2.35;0;0;0;2.35;"3858891044200";"ZAMRZNUTO POVRĆE"
"PIZZA SA SALAMOM 300g";"900481701";"NO BRAND";0.3;"KG";2.09;6.97;0;0;0;2.09;"8002050047495";"ZAMRZNUTA POLUGOTOVA JELA"
"PIZZA SPECIALE 320g";"900481801";"NO BRAND";0.32;"KG";2.19;6.84;0;0;0;2.19;"8002050047471";"ZAMRZNUTA POLUGOTOVA JELA"
"PIZZA PROSCIUTTO 300g";"900481901";"NO BRAND";0.3;"KG";2.29;7.63;0;0;0;2.29;"8002050047488";"ZAMRZNUTA POLUGOTOVA JELA"
"AJVAR LJUTI PREMIUM 550g";"900482001";"SUNNY NATURE";0.55;"KG";4.99;9.07;0;0;0;4.99;"8017596111630";"RAJČICA/DODACI"
"ALPSKA JUHA 58g";"900483101";"EAT EASY AND TASTY";0.058;"KG";0.69;11.9;0;0;0;0.69;"8017596111371";"JUHE/DEHIDRIRANI PROIZVODI"
"BEČKA JUHA 58g";"900483201";"EAT EASY AND TASTY";0.058;"KG";0.69;11.9;0;0;0;0.69;"8017596111388";"JUHE/DEHIDRIRANI PROIZVODI"
"MJEŠAVINA ZA BOLOGNESE UMAK 60g";"900483701";"EAT EASY AND TASTY";0.06;"KG";0.69;11.5;0;0;0;0.69;"8017596111852";"RAJČICA/DODACI"
"SLADOLED JAGODA 500g";"900484001";"NO BRAND";0.5;"KG";2.39;4.78;0;0;0;2.39;"8032891928738";"SLADOLEDI I DESERTI"
"ORIGANO 12g";"900484101";"DON JEREZ";0.012;"KG";0.99;82.5;0;0;0;0.99;"8017596004826";"ZAČINI/LIOFILIZIRANO"
"SLADOLED ČOKOLADA 500g";"900484201";"NO BRAND";0.5;"KG";2.49;4.98;0;0;0;2.49;"8032891928721";"SLADOLEDI I DESERTI"
"SIR SVJEŽI 25% m.m. 500g";"900484301";"NO BRAND";0.5;"KG";1.99;3.98;0;0;0;1.99;"3858888598709";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SLADOLEDI MIX 9kom 300g";"900484801";"NO BRAND";0.3;"KG";3.49;11.63;0;0;0;3.49;"8032891928639";"SLADOLEDI I DESERTI"
"PAŠTETA SA ŠUNKOM PREMIUM 95g";"900484901";"EAT EASY AND TASTY";0.095;"KG";0.79;8.32;0.59;6.21;0.79;0.79;"8017596113108";"MESNE KONZERVE"
"PAŠTETA JETRENA PREMIUM 95g";"900485001";"EAT EASY AND TASTY";0.095;"KG";0.79;8.32;0.59;6.21;0.79;0.79;"8017596113085";"MESNE KONZERVE"
"PAŠTETA ČAJNA PREMIUM 95g";"900485101";"EAT EASY AND TASTY";0.095;"KG";0.79;8.32;0.59;6.21;0.79;0.79;"8017596113122";"MESNE KONZERVE"
"PAŠTETA ČAJNA KOKOŠJA PREMIUM 95g";"900485201";"EAT EASY AND TASTY";0.095;"KG";0.79;8.32;0.59;6.21;0.79;0.79;"8017596113146";"MESNE KONZERVE"
"PAŠTETA SA ŠUNKOM 100g";"900485301";"EAT EASY AND TASTY";0.1;"KG";0.65;6.5;0;0;0;0.65;"8017596113115";"MESNE KONZERVE"
"PAŠTETA JETRENA 100g";"900485401";"EAT EASY AND TASTY";0.1;"KG";0.65;6.5;0;0;0;0.65;"8017596113092";"MESNE KONZERVE"
"PAŠTETA ČAJNA 100g";"900485501";"EAT EASY AND TASTY";0.1;"KG";0.65;6.5;0;0;0;0.65;"8017596113139";"MESNE KONZERVE"
"KAJMAK NAMAZ 70%m.m. 250g";"900488301";"NO BRAND";0.25;"KG";2.49;9.96;0;0;0;2.49;"3830060750310";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"KAJMAK NAMAZ 70%m.m. 250g";"900488301";"NO BRAND";0.25;"KG";2.49;9.96;0;0;0;2.49;"3830060750525";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"DESERT LJEŠNJAK ČOKOLADA 4X100g";"900488501";"NO BRAND";0.4;"KG";1.49;3.73;0;0;0;1.49;"4002971255102";"JOGURTI I DESERTI"
"CAPPUCCINO IRISH STYLE 200g";"900488601";"DON JEREZ";0.2;"KG";1.85;9.25;0;0;0;1.85;"8017596110817";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"POP CORN 125g";"900488701";"NO BRAND";0.125;"KG";0.79;6.32;0;0;0;0.79;"3859888532618";"KEKSI/VAFLI/SNACKS"
"SLADOLED VANILIJA GLAZ. VIŠNJA 500g";"900488903";"DOLCIANDO";0.5;"KG";3.49;6.98;0;0;0;3.49;"8032891928684";"SLADOLEDI I DESERTI"
"SLADOLED ČOKO TRIO GLAZ. ČOKO. 500g";"900488904";"DOLCIANDO";0.5;"KG";3.99;7.98;0;0;0;3.99;"8032891928707";"SLADOLEDI I DESERTI"
"BUREK SA SIROM 1000g";"900489101";"NO BRAND";1;"KG";5.29;5.29;0;0;0;5.29;"8606015916170";"ZAMRZNUTA POLUGOTOVA JELA"
"ŠUNKA U OVITKU 100g";"900490501";"NO BRAND";0.1;"KG";1.05;10.5;0;0;0;1.05;"3831020359727";"SALAME SVJEŽE - EGALIZIRANE"
"HRENOVKE SVINJSKE 350g";"900490701";"NO BRAND";0.35;"KG";2.33;6.66;0;0;0;2.33;"3838882000040";"SALAME SVJEŽE - EGALIZIRANE"
"POSEBNA PILEĆA MINI KOBASICA 220g";"900490801";"MEAT APPETIT";0.22;"KG";0.79;3.59;0;0;0;0.79;"3830042432418";"SALAME SVJEŽE - EGALIZIRANE"
"POSEBNA PILEĆA MINI KOBASICA 220g";"900490801";"MEAT APPETIT";0.22;"KG";0.79;3.59;0;0;0;0.79;"8017596129949";"SALAME SVJEŽE - EGALIZIRANE"
"TEKUĆI JOGURT ŠUMSKO VOĆE 1l PET";"900491201";"LAND";1;"KG";1.89;1.89;0;0;0;1.89;"3831051015982";"JOGURTI I DESERTI"
"TEKUĆI JOGURT ŠUMSKO VOĆE 1l PET";"900491201";"LAND";1;"KG";1.89;1.89;0;0;0;1.89;"8017596132079";"JOGURTI I DESERTI"
"TEKUĆI JOGURT JAGODA 1kg PET";"900491301";"LAND";1;"KG";1.89;1.89;0;0;0;1.89;"3831051015968";"JOGURTI I DESERTI"
"TEKUĆI JOGURT JAGODA 1kg PET";"900491301";"LAND";1;"KG";1.89;1.89;0;0;0;1.89;"8017596132086";"JOGURTI I DESERTI"
"POSEBNA PILEĆA KOBASICA 1000g";"900491601";"NO BRAND";1;"KG";2.92;2.92;0;0;0;2.92;"3831006611993";"SALAME SVJEŽE - EGALIZIRANE"
"VRHNJE ZA KUHANJE 500ml";"900492201";"LAND";0.5;"LT";2.39;4.78;0;0;0;2.39;"8017596114020";"MLIJEČNI PROIZVODI UHT - JAJA"
"SIR MEKI U SALAMURI 800g";"900492401";"LAND";0.8;"KG";8.69;10.86;0;0;0;8.69;"4006402053664";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR MEKI U SALAMURI 800g";"900492401";"LAND";0.8;"KG";8.69;10.86;0;0;0;8.69;"8017596123152";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"POSEBNA PILEĆA KOBASICA SIR 500g";"900492501";"MEAT APPETIT";0.5;"KG";1.99;3.98;0;0;0;1.99;"3830042430117";"SALAME SVJEŽE - EGALIZIRANE"
"POSEBNA PILEĆA KOBASICA SIR 500g";"900492501";"MEAT APPETIT";0.5;"KG";1.99;3.98;0;0;0;1.99;"8017596129963";"SALAME SVJEŽE - EGALIZIRANE"
"POSEBNA PILEĆA KOBASICA PAPRI. 500g";"900492601";"MEAT APPETIT";0.5;"KG";1.99;3.98;0;0;0;1.99;"3830042430124";"SALAME SVJEŽE - EGALIZIRANE"
"POSEBNA PILEĆA KOBASICA PAPRI. 500g";"900492601";"MEAT APPETIT";0.5;"KG";1.99;3.98;0;0;0;1.99;"8017596129956";"SALAME SVJEŽE - EGALIZIRANE"
"POSEBNA PILEĆA KOBASICA 500g";"900492701";"MEAT APPETIT";0.5;"KG";1.99;3.98;0;0;0;1.99;"3830042430100";"SALAME SVJEŽE - EGALIZIRANE"
"POSEBNA PILEĆA KOBASICA 500g";"900492701";"MEAT APPETIT";0.5;"KG";1.99;3.98;0;0;0;1.99;"8017596130464";"SALAME SVJEŽE - EGALIZIRANE"
"SIR TILSITER NAREZANI 150g";"900492901";"LAND";0.15;"KG";1.99;13.27;0;0;0;1.99;"8017596113566";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR TILSITER 700g";"900493001";"LAND";0.7;"KG";7.99;11.41;0;0;0;7.89;"8017596113603";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"JOGURT JAGODA 500g";"900493401";"LAND";0.5;"KG";1.39;2.78;0;0;0;1.39;"8017596005724";"JOGURTI I DESERTI"
"JOGURT ŠUMSKO VOĆE 500g";"900493402";"LAND";0.5;"KG";1.39;2.78;0;0;0;1.39;"8017596000415";"JOGURTI I DESERTI"
"TJESTENINA REZANCI OD ŠPINATA 500g";"900493701";"NO BRAND";0.5;"KG";1.79;3.58;0;0;0;1.69;"3831001819554";"TJESTENINA"
"ČAJ OD KAMILICE 40F 40g";"900493901";"LESTER HOUSE";0.04;"KG";0.79;19.75;0;0;0;0.79;"8017596114686";"KAVA/ČAJEVI/DRUGO"
"ČAJ ŠIPAK I HIB. 40F 100g";"900494001";"LESTER HOUSE";0.1;"KG";1.39;13.9;0;0;0;1.39;"8017596114730";"KAVA/ČAJEVI/DRUGO"
"ČAJ MENTA 40F 60g";"900494101";"LESTER HOUSE";0.06;"KG";1.09;18.17;0;0;0;1.09;"8017596114723";"KAVA/ČAJEVI/DRUGO"
"ČAJ PLANINSKI 20F 36g";"900494201";"LESTER HOUSE";0.036;"KG";0.8;22.22;0;0;0;0.8;"8017596114754";"KAVA/ČAJEVI/DRUGO"
"ČAJ MIJEŠANO VOĆE 40F 100g";"900494301";"LESTER HOUSE";0.1;"KG";1.39;13.9;0;0;0;1.39;"8017596114709";"KAVA/ČAJEVI/DRUGO"
"ČAJ JABUKA CIMET 20F 50g";"900494401";"LESTER HOUSE";0.05;"KG";0.99;19.8;0;0;0;0.99;"8017596114716";"KAVA/ČAJEVI/DRUGO"
"ČAJ CRNI 40F 60g";"900494501";"LESTER HOUSE";0.06;"KG";0.89;14.83;0;0;0;0.89;"8017596114747";"KAVA/ČAJEVI/DRUGO"
"MALINA SMRZNUTA 400g";"900494801";"NO BRAND";0.4;"KG";3.49;8.73;0;0;0;3.49;"3858891045306";"ZAMRZNUTO POVRĆE"
"MASLAC 250g";"900494901";"LAND";0.25;"KG";2.79;11.16;0;0;0;2.79;"8017596112835";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR GOUDA 700g";"900495501";"LAND";0.7;"KG";5.99;8.56;4.59;6.56;5.99;5.99;"8017596113580";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR EDAMER 700g";"900495601";"LAND";0.7;"KG";6.95;9.93;0;0;0;6.95;"8017596113610";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR MAASDAM 150g";"900495704";"LAND";0.15;"KG";1.99;13.27;0;0;0;1.99;"8017596113528";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR GOUDA 300g";"900495801";"LAND";0.3;"KG";3.19;10.63;0;0;0;3.19;"8017596113597";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR EDAMER 300g";"900495802";"LAND";0.3;"KG";3.19;10.63;0;0;0;3.19;"8017596113627";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"PUREĆI NAREZAK 150g";"900496001";"EAT EASY AND TASTY";0.15;"KG";0.99;6.6;0;0;0;0.99;"8017596113153";"MESNE KONZERVE"
"PILEĆI NAREZAK 150g";"900496101";"EAT EASY AND TASTY";0.15;"KG";0.99;6.6;0;0;0;0.99;"8017596113191";"MESNE KONZERVE"
"PAŠTETA KOKOŠJA 100g";"900496301";"EAT EASY AND TASTY";0.1;"KG";0.79;7.9;0;0;0;0.79;"8017596113160";"MESNE KONZERVE"
"KAKAO NAPITAK 400g";"900496501";"DOLCIANDO";0.4;"KG";2.29;5.73;0;0;0;2.29;"8017596110886";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"FILETI BAKALARA 450g";"900496601";"NO BRAND";0.45;"KG";6.99;15.53;0;0;0;6.99;"3858891044279";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"SLANINA DIMLJENA NAREZAK 150g";"900496901";"MEAT APPETIT";0.15;"KG";1.99;13.27;1.69;11.27;1.99;1.99;"8600416140219";"SALAME SVJEŽE - EGALIZIRANE"
"SLANINA DIMLJENA NAREZAK 150g";"900496901";"MEAT APPETIT";0.15;"KG";1.99;13.27;1.69;11.27;1.99;1.99;"8017596130174";"SALAME SVJEŽE - EGALIZIRANE"
"SIR FONTAL";"900505402";"NO BRAND";1;"KG";9.29;9.29;0;0;0;9.29;"";"MLIJEČNI PROIZ. SVJEŽI - TEŽI."
"PAŠTETA OD TUNE PREMIUM 95g";"900506301";"EAT EASY AND TASTY";0.095;"KG";1.39;14.63;0;0;0;1.39;"8017596113184";"RIBLJE KONZERVE"
"PAŠTETA KOKOŠJA PREMIUM 95g";"900506401";"EAT EASY AND TASTY";0.095;"KG";0.99;10.42;0;0;0;0.99;"8017596113177";"MESNE KONZERVE"
"POSEBNA PILEĆA KOBASICA 180g";"900506801";"NO BRAND";0.18;"KG";1.29;7.17;0;0;0;1.29;"3831020344761";"SALAME SVJEŽE - EGALIZIRANE"
"SIR TOPLJENI LISTIĆI GOUDA 200g";"900508301";"LAND";0.2;"KG";1.99;9.95;0;0;0;1.99;"8017596114136";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SET POSUDA";"900508401";"NO BRAND";1;"PZ";3.99;3.99;0;0;0;3.99;"3830073322610";"SELF LIQUIDATING"
"BRAVO SET 3/1 BLUE";"900508501";"NO BRAND";1;"PZ";3.99;3.99;0;0;0;3.99;"3830073322634";"SELF LIQUIDATING"
"BRAVO SET 3/1 PINK";"900508601";"NO BRAND";1;"PZ";3.99;3.99;0;0;0;3.99;"3830073322603";"SELF LIQUIDATING"
"ŠUMSKO VOĆE SMRZNUTO 400g";"900510601";"NO BRAND";0.4;"KG";2.39;5.98;2.09;5.23;2.39;2.39;"3858891045320";"ZAMRZNUTO POVRĆE"
"KRAKOVI HUMBOLDTOVOG LIGNJUNA 400g";"900510701";"NO BRAND";0.4;"KG";3.89;9.73;0;0;0;3.89;"3859893776380";"RIBA SVJEŽA CIJELA"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512758324";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512758331";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512749902";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512749919";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512761997";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512750038";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512760846";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512744396";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512744402";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512749889";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512749896";"SELF LIQUIDATING"
"BOCA TERMICA SELF";"900510801";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8003512761980";"SELF LIQUIDATING"
"PRELJEV ZA SALATE JOGURT 250ml";"900514601";"DELIZIE DAL SOLE";0.25;"LT";1.39;5.56;0;0;0;1.39;"8017596119308";"RAJČICA/DODACI"
"NOŽEVI DRVENI 15kom";"900515801";"NO BRAND";1;"PZ";0.79;0.79;0;0;0;0.79;"8032764016920";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"ŽLICE DRVENE 15kom";"900515901";"NO BRAND";1;"PZ";0.79;0.79;0;0;0;0.79;"8032764016937";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"BOMBONI MULTIVITAMIN LIMUN 70g";"900516401";"NO BRAND";0.07;"KG";0.99;14.14;0;0;0;0.99;"5310005028448";"SLATKIŠI I BOMBONI"
"BOMBONI MULTIVIT.NARANČA 70g";"900516501";"NO BRAND";0.07;"KG";0.99;14.14;0;0;0;0.99;"5310005028431";"SLATKIŠI I BOMBONI"
"VINO TRAMINAC 750 ML";"900518401";"NO BRAND";0.75;"LT";5.89;7.85;0;0;0;5.89;"3830078700215";"VINA"
"VINO TRAMINAC 750 ML";"900518401";"NO BRAND";0.75;"LT";5.89;7.85;0;0;0;5.89;"3830078702103";"VINA"
"TANJURI PLITKI ALUMINIJSKI 12kom";"900518501";"NO BRAND";1;"PZ";2.49;2.49;0;0;0;2.49;"8011851101053";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"TANJURI DUBOKI ALUMINIJSKI 12kom";"900518601";"NO BRAND";1;"PZ";2.49;2.49;0;0;0;2.49;"8011851101039";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"BOROVNICA SMRZNUTA 400g";"900529001";"NO BRAND";0.4;"KG";2.59;6.48;0;0;0;2.59;"3858891045115";"ZAMRZNUTO POVRĆE"
"VIŠNJA SMRZNUTA 400g";"900529101";"NO BRAND";0.4;"KG";2.49;6.23;0;0;0;2.49;"3858891045139";"ZAMRZNUTO POVRĆE"
"JAGODA SMRZNUTA 400g";"900529201";"NO BRAND";0.4;"KG";2.49;6.23;0;0;0;2.49;"3858891045092";"ZAMRZNUTO POVRĆE"
".PAW PATROL XL MLIJEČNO JAJE 168g";"900529701";"NO BRAND";0.168;"KG";3.49;20.77;2.49;14.82;2.99;3.49;"5903175685124";"PROIZVODI BOŽIĆ/USKRS"
".PEPPA PIG XL MLIJEČNO JAJE 168g";"900529801";"NO BRAND";0.168;"KG";3.49;20.77;2.49;14.82;2.99;3.49;"5903175685117";"PROIZVODI BOŽIĆ/USKRS"
".P.PATROL XL MLIJE.JAJA(5x 24g)MREŽ";"900529901";"NO BRAND";0.12;"KG";2.39;19.92;1.99;16.58;2.39;2.39;"5903175685230";"PROIZVODI BOŽIĆ/USKRS"
"PEPPA PIG XL MLIJE.JAJA(5x 24g)MREŽ";"900530001";"NO BRAND";0.12;"KG";1.99;16.58;1.49;12.42;1.99;1.99;"5903175685223";"PROIZVODI BOŽIĆ/USKRS"
"PALENTA INSTANT 500g";"900530501";"NO BRAND";0.5;"KG";0.89;1.78;0;0;0;0.89;"3831001818298";"BRAŠNO"
"VINO MERLOT 1500ml";"900530801";"NO BRAND";1.5;"LT";3.59;2.39;0;0;0;3.59;"8003295011333";"VINA"
"MAJONEZA TUBA 76% 165g";"900531301";"SUNNY NATURE";0.165;"KG";1.39;8.42;1.09;6.61;1.39;1.39;"8017596112200";"RAJČICA/DODACI"
"TJESTENINA S JAJIMA FIDELINI 500g";"900531401";"NO BRAND";0.5;"KG";1.59;3.18;0;0;0;1.59;"3831001819899";"TJESTENINA"
"PUDING ČOKOLADA ŠLAG 200g";"900532802";"NO BRAND";0.2;"KG";0.49;2.45;0;0;0;0.49;"4036500008839";"JOGURTI I DESERTI"
"KEKS ČAJNI KOLUTIĆI 2 VRSTE 800g";"900534701";"NO BRAND";0.8;"KG";2.59;3.24;0;0;0;2.59;"3830079801010";"KEKSI/VAFLI/SNACKS"
"KEKS ČAJNI KOLUTIĆI 2 VRSTE 800g";"900534701";"NO BRAND";0.8;"KG";2.59;3.24;0;0;0;2.59;"3830079801126";"KEKSI/VAFLI/SNACKS"
"ŠTRUDLE SA SMOKVOM 254g";"900534801";"NO BRAND";0.254;"KG";1.19;4.69;0;0;0;1.19;"3830079801003";"KEKSI/VAFLI/SNACKS"
"NAPOLITANKE PUNJENJE LJEŠNJAK 700g";"900534901";"NO BRAND";0.7;"KG";2.19;3.13;0;0;0;2.19;"3830079801034";"KEKSI/VAFLI/SNACKS"
"NAPOLITANKE S KAKAO I MLJ.KREM.700g";"900535001";"NO BRAND";0.7;"KG";2.19;3.13;0;0;0;2.19;"3830079801027";"KEKSI/VAFLI/SNACKS"
"PJEN.VIN.PROS.DOC MILL. EX.DRY750ml";"900535901";"NO BRAND";0.75;"LT";4.92;6.56;0;0;0;4.92;"8006870018307";"PJENUŠCI"
"PJEN.VIN.PROS.DOC MILL. EX.DRY750ml";"900535901";"NO BRAND";0.75;"LT";4.92;6.56;0;0;0;4.92;"8006870011896";"PJENUŠCI"
"VIN. PROS.VIL.D.OLMI DOC 750ml";"900536001";"NO BRAND";0.75;"LT";5.92;7.89;3.89;5.19;5.92;5.92;"8006870018369";"PJENUŠCI"
"ČOKOLADNA BANANICA 17g";"900536501";"NO BRAND";0.017;"KG";0.19;11.18;0;0;0;0.19;"53100399";"ČOKOLADE"
"TJESTENINA RIBANA KAŠA 500g";"900538601";"NO BRAND";0.5;"KG";1.59;3.18;0;0;0;1.59;"3831001819912";"TJESTENINA"
"USKRSNA FIGURA ZEKO 30g";"900539101";"NO BRAND";0.03;"KG";0.49;16.33;0.29;9.67;0.49;0.49;"8606010024207";"PROIZVODI BOŽIĆ/USKRS"
"TJESTENINA KRPICE S JAJIMA 500g";"900540901";"NO BRAND";0.5;"KG";1.29;2.58;0;0;0;1.29;"3831001819929";"TJESTENINA"
"USKRSNA POKLON VREĆICA 200g";"900541001";"NO BRAND";0.2;"KG";2.59;12.95;2.29;11.45;2.29;2.59;"3830041973110";"PROIZVODI BOŽIĆ/USKRS"
"REZANCI OD PIROVOG BRAŠNA 500g";"900541101";"NO BRAND";0.5;"KG";1.69;3.38;0;0;0;1.69;"3831001819936";"TJESTENINA"
"TJESTENINA RAJČICE I SIR 160g";"900541801";"EAT EASY AND TASTY";0.16;"KG";1.49;9.31;0;0;0;1.49;"8017596128102";"JUHE/DEHIDRIRANI PROIZVODI"
"REZANCI ŠIROKI S JAJIMA 500g";"900541901";"NO BRAND";0.5;"KG";1.59;3.18;0;0;0;1.59;"3831001819943";"TJESTENINA"
"ČOKOLADNE FIGURICE 220g KUTIJA";"900542001";"NO BRAND";0.22;"KG";2.39;10.86;1.49;6.77;2.39;2.39;"5901177157441";"PROIZVODI BOŽIĆ/USKRS"
"SIR TVRDI KRAVLJI 700g";"900543001";"LAND";0.7;"KG";9.99;14.27;0;0;0;9.99;"8017596124371";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"GIN PINK 37,5% 700ml";"900543401";"NO BRAND";0.7;"LT";8.89;12.7;0;0;0;8.89;"3830006253004";"JAKA ALKOHOLNA PIĆA"
"MEDITERAN GIN 37,5% 700ml";"900543501";"NO BRAND";0.7;"LT";8.89;12.7;0;0;0;8.89;"3830006253011";"JAKA ALKOHOLNA PIĆA"
"DJ.KAŠ.POV/RIŽA/JUNET 190g";"900543801";"PRIME PAPPE";0.19;"KG";1.39;7.32;0;0;0;1.39;"8017596128676";"DJEČJA HRANA"
"DJ. KAŠ. MENU POVRĆE 190g";"900543901";"PRIME PAPPE";0.19;"KG";1.29;6.79;0;0;0;1.29;"8017596128669";"DJEČJA HRANA"
"DJ.KAŠ. MENU TJESTOM/TELETINOM 190g";"900544001";"PRIME PAPPE";0.19;"KG";1.39;7.32;0;0;0;1.39;"8017596128652";"DJEČJA HRANA"
"APERITIVO LIGHT DRINK 11% 700ml";"900546401";"NO BRAND";0.7;"LT";3.89;5.56;0;0;0;3.89;"8000672006241";"SLATKI LIKERI/APERITIVI"
"ŽELE BOMBONI U PRIVJESKU 50g";"900548801";"NO BRAND";0.05;"KG";1.59;31.8;1.29;25.8;1.29;1.59;"8714786226531";"PROIZVODI BOŽIĆ/USKRS"
"MLIJEČNE ČOKOLADICE 4 kom 60g";"900549201";"NO BRAND";0.06;"KG";1.59;26.5;1.29;21.5;1.59;1.59;"5907443606606";"PROIZVODI BOŽIĆ/USKRS"
"MLIJEČNE ČOKOLADICE 4 kom 60g";"900549201";"NO BRAND";0.06;"KG";1.59;26.5;1.29;21.5;1.59;1.59;"5905858674883";"PROIZVODI BOŽIĆ/USKRS"
